device_id,account_id,device_type,device_os,device_model,vpn_usage_flag,device_trust_score
D1141,A157,Mobile,iOS,beautiful,False,0.9284858845986153
D1438,A158,Laptop,Windows,agency,False,0.7712912631977199
D3455,A159,Laptop,Android,experience,False,0.9184649045835579
D472,A160,Laptop,Android,though,False,0.810334939815776
D2378,A161,Laptop,Android,head,False,0.8896917491780738
D444,A162,Laptop,iOS,significant,False,0.8900589132282684
D2984,A163,Laptop,iOS,form,False,0.8607324052224276
D2483,A164,Mobile,iOS,pattern,False,0.7270869310163225
D3684,A165,Mobile,iOS,relate,False,0.9505907486767714
D181,A166,Laptop,Android,condition,False,0.7962340194915207
D2129,A167,Mobile,iOS,customer,False,0.7559555531199562
D1766,A168,Mobile,Windows,fine,False,0.7122325424664291
D3771,A169,Laptop,Windows,under,False,0.8772678829564725
D1285,A170,Mobile,Windows,visit,False,0.9032693085526847
D3686,A171,Laptop,Windows,what,False,0.7049763486783568
D1266,A172,Laptop,iOS,process,False,0.8536279174897843
D1648,A173,Laptop,Windows,course,False,0.7679487325593813
D521,A174,Mobile,iOS,office,False,0.8935518371228349
D2723,A175,Laptop,Windows,population,False,0.7523099287014974
D3064,A176,Mobile,Windows,truth,False,0.9072813214307398
D2331,A177,Laptop,iOS,present,False,0.8160206038901612
D2244,A178,Mobile,iOS,money,False,0.9810189966210203
D1175,A179,Mobile,iOS,color,False,0.7412562832437979
D3218,A180,Laptop,iOS,black,False,0.8023199053150776
D1809,A181,Laptop,Windows,approach,False,0.7340420563721767
D875,A182,Laptop,Windows,edge,False,0.9774080854835688
D695,A183,Mobile,iOS,quality,False,0.9632018060142943
D2111,A184,Laptop,Android,statement,False,0.7773824883145466
D3352,A185,Mobile,Windows,military,False,0.8979952138102537
D1271,A186,Mobile,Android,arm,False,0.9451666600603648
D603,A187,Mobile,Android,discover,False,0.8665602434798387
D1002,A188,Laptop,Windows,message,False,0.8588951735068019
D3480,A189,Mobile,iOS,family,False,0.7725556872701355
D1697,A190,Mobile,Windows,forget,False,0.7279308303417698
D2852,A191,Laptop,iOS,tonight,False,0.969164727385998
D1636,A192,Mobile,Android,left,False,0.9701254171489991
D2687,A193,Mobile,Android,all,False,0.8899304371819804
D3188,A194,Laptop,Android,turn,False,0.8017089373146101
D720,A195,Laptop,Android,measure,False,0.8047628723837983
D2283,A196,Mobile,Android,first,False,0.9177867036610718
D1869,A197,Mobile,iOS,cultural,False,0.9691330779857732
D2734,A198,Laptop,iOS,far,False,0.9661259272795352
D2509,A199,Laptop,Windows,executive,False,0.9339626637572871
D1826,A200,Mobile,Windows,Mrs,False,0.8926094938462863
D3528,A201,Laptop,iOS,ground,False,0.7252419894985146
D1061,A202,Mobile,Windows,from,False,0.7484886142283841
D1135,A203,Laptop,Windows,peace,False,0.9695662565581238
D979,A204,Laptop,iOS,reason,False,0.881928717897877
D317,A205,Laptop,Android,national,False,0.7027591154849888
D1112,A206,Laptop,iOS,toward,False,0.7304414628598096
D3657,A207,Mobile,Android,often,False,0.8990505307324167
D617,A208,Mobile,iOS,compare,False,0.7015184751538656
D2842,A209,Mobile,Windows,for,False,0.7482424154252496
D876,A210,Mobile,iOS,head,False,0.8646201368099758
D1669,A211,Laptop,Windows,manage,False,0.907568559307808
D1908,A212,Laptop,Android,near,False,0.8955883778507802
D847,A213,Laptop,iOS,significant,False,0.7672807928381679
D3706,A214,Mobile,Windows,assume,False,0.9136537664042608
D1558,A215,Laptop,Android,without,False,0.77117472624904
D3861,A216,Laptop,iOS,sort,False,0.7976199094477803
D3086,A217,Laptop,iOS,along,False,0.9239474215354072
D2204,A218,Mobile,iOS,site,False,0.8948898697141644
D898,A219,Laptop,iOS,land,False,0.9547670231482533
D1989,A220,Mobile,iOS,marriage,False,0.8972838676901029
D1376,A221,Laptop,Windows,indicate,False,0.8704925810006414
D676,A222,Laptop,Android,fill,False,0.7281024303484277
D2548,A223,Mobile,iOS,edge,False,0.8103147409178301
D2424,A224,Mobile,Android,allow,False,0.7795607103045176
D2632,A225,Laptop,Android,goal,False,0.7731968930137251
D3550,A226,Laptop,Android,involve,False,0.9919031664257336
D205,A227,Laptop,iOS,such,False,0.817929317400028
D1340,A228,Mobile,iOS,expert,False,0.967613966553134
D1338,A229,Laptop,iOS,he,False,0.8893415877991788
D1139,A230,Laptop,iOS,civil,False,0.9384433910624945
D3419,A231,Mobile,iOS,idea,False,0.8507911279315576
D79,A232,Mobile,iOS,day,False,0.8730711653879077
D918,A233,Mobile,Windows,approach,False,0.8477553081456591
D164,A234,Mobile,Android,far,False,0.7585728963394133
D816,A235,Mobile,Windows,south,False,0.9167356345784516
D624,A236,Mobile,Android,expert,False,0.7842317087322567
D1939,A237,Mobile,Windows,Republican,False,0.7072947899294361
D3882,A238,Mobile,iOS,while,False,0.8936416887721503
D2865,A239,Laptop,iOS,sea,False,0.7531332038221147
D687,A240,Mobile,Android,almost,False,0.9821375753058743
D3951,A241,Laptop,Android,organization,False,0.9861785731007762
D2370,A242,Mobile,iOS,share,False,0.9744593170661345
D2358,A243,Laptop,iOS,must,False,0.8110476100766333
D3856,A244,Mobile,Android,similar,False,0.7046369849586602
D2425,A245,Mobile,Android,throw,False,0.9784955687763176
D2855,A246,Laptop,Windows,most,False,0.8284552444951943
D2459,A247,Mobile,Windows,amount,False,0.9899964457131009
D3205,A248,Mobile,iOS,thank,False,0.9890859931267759
D2182,A249,Laptop,Windows,product,False,0.955902836640208
D1517,A250,Mobile,Windows,successful,False,0.7883346676208757
D2652,A251,Laptop,Android,it,False,0.8155293185805775
D3479,A252,Laptop,iOS,represent,False,0.9553410014550571
D432,A253,Laptop,iOS,here,False,0.7950766015468833
D2603,A254,Laptop,Windows,stand,False,0.7508478240058277
D626,A255,Laptop,Android,knowledge,False,0.8670403787375051
D3005,A256,Laptop,Windows,color,False,0.9808464322482343
D3310,A257,Laptop,iOS,citizen,False,0.9088089390024918
D1784,A258,Laptop,iOS,send,False,0.8710183510268095
D3488,A259,Mobile,Android,democratic,False,0.7291529481312305
D1142,A260,Laptop,Android,public,False,0.8845021680097509
D3073,A261,Laptop,Windows,black,False,0.997016155031279
D2499,A262,Laptop,iOS,hour,False,0.7420252045709572
D117,A263,Laptop,iOS,scene,False,0.855498895709121
D744,A264,Laptop,Android,work,False,0.9632119215783866
D1453,A265,Laptop,iOS,court,False,0.9222305853262613
D1145,A266,Laptop,Windows,high,False,0.9091047222985804
D41,A267,Mobile,Android,minute,False,0.9107452251961328
D988,A268,Laptop,iOS,wife,False,0.8078473453659265
D2274,A269,Mobile,Windows,improve,False,0.788077553279348
D1950,A270,Laptop,iOS,old,False,0.9428083466435541
D3247,A271,Mobile,Android,opportunity,False,0.9430340184037542
D1205,A272,Mobile,iOS,individual,False,0.960121695574031
D2833,A273,Mobile,iOS,fight,False,0.9739721657669413
D2719,A274,Laptop,iOS,health,False,0.8534027196582813
D2267,A275,Laptop,iOS,per,False,0.8504548884061598
D3055,A276,Laptop,iOS,many,False,0.9394885536900326
D2878,A277,Laptop,iOS,account,False,0.8949891792333295
D1255,A278,Laptop,Android,ok,False,0.910590063177311
D494,A279,Mobile,iOS,buy,False,0.9387378008308302
D489,A280,Mobile,Android,allow,False,0.9670016025452699
D886,A281,Laptop,iOS,after,False,0.8013985470554608
D2967,A282,Laptop,Android,support,False,0.8126748857919832
D3410,A283,Mobile,iOS,fund,False,0.7281945819522606
D931,A284,Laptop,Android,look,False,0.8734840422988521
D1238,A285,Mobile,Windows,everything,False,0.7107826821390226
D2187,A286,Mobile,iOS,carry,False,0.8396794054397381
D186,A287,Mobile,Windows,should,False,0.862793390412273
D1196,A288,Mobile,Windows,chance,False,0.7859623756384853
D3557,A289,Laptop,Android,order,False,0.8772499781707033
D3574,A290,Mobile,Windows,sense,False,0.7091500749817148
D1164,A291,Laptop,iOS,yourself,False,0.7112044566247643
D1804,A292,Laptop,Android,federal,False,0.9467801681978975
D3954,A293,Mobile,iOS,character,False,0.8080571924233788
D3854,A294,Laptop,Android,society,False,0.7381181537955654
D3367,A295,Mobile,iOS,while,False,0.8566729780164413
D2014,A296,Mobile,Windows,white,False,0.9309980659295832
D2578,A297,Mobile,Android,social,False,0.7647463082490529
D611,A298,Laptop,Android,including,False,0.8868671427457
D1016,A299,Mobile,Windows,many,False,0.7256042394981304
D3131,A300,Laptop,Windows,religious,False,0.7155045163505823
D2441,A301,Mobile,Windows,need,False,0.8594063894704443
D1558,A302,Laptop,iOS,former,False,0.8621905364830319
D1217,A303,Laptop,iOS,throw,False,0.8912289704494619
D2329,A304,Mobile,Windows,couple,False,0.9178274001167984
D3932,A305,Mobile,Android,contain,False,0.9927556238387604
D2562,A306,Mobile,iOS,similar,False,0.8548901044903585
D2705,A307,Mobile,Android,worker,False,0.7968869418823737
D982,A308,Mobile,Windows,claim,False,0.9385558584306111
D307,A309,Mobile,Android,example,False,0.7812496753786222
D1673,A310,Laptop,Windows,economic,False,0.8316914262116908
D2432,A311,Laptop,iOS,house,False,0.7235369144026798
D133,A312,Mobile,iOS,center,False,0.7076052230246372
D2895,A313,Laptop,Windows,onto,False,0.9887945244033776
D3520,A314,Laptop,Android,job,False,0.9507940361536618
D2815,A315,Mobile,iOS,civil,False,0.9087922618281093
D3226,A316,Mobile,iOS,must,False,0.8226858833242809
D470,A317,Mobile,Windows,rise,False,0.7519882960212537
D610,A318,Laptop,Android,this,False,0.7469311128013257
D292,A319,Mobile,Android,media,False,0.7750728694493786
D3246,A320,Laptop,Windows,include,False,0.8647679994118361
D3067,A321,Laptop,iOS,represent,False,0.9143787768100187
D509,A322,Laptop,Windows,hot,False,0.8980592130153193
D1245,A323,Laptop,iOS,tree,False,0.7839801690837829
D2049,A324,Laptop,iOS,project,False,0.9864595841989583
D329,A325,Mobile,iOS,I,False,0.9213690750087306
D3008,A326,Laptop,Windows,source,False,0.8663062157534202
D1025,A327,Mobile,Android,create,False,0.8835162238703056
D937,A328,Mobile,Windows,president,False,0.8258800187283369
D3364,A329,Laptop,Windows,hear,False,0.7743192968503472
D164,A330,Mobile,iOS,two,False,0.8067918035953785
D2125,A331,Laptop,iOS,information,False,0.9273538331393107
D743,A332,Laptop,Windows,today,False,0.7043180465889267
D3335,A333,Laptop,Android,morning,False,0.7348217921520749
D1925,A334,Laptop,iOS,success,False,0.7138007926065257
D1365,A335,Laptop,Windows,operation,False,0.712218640695691
D428,A336,Mobile,iOS,political,False,0.9566381752033022
D1686,A337,Laptop,iOS,interesting,False,0.9110973578140071
D2713,A338,Laptop,Windows,property,False,0.8422521487261976
D150,A339,Laptop,Android,go,False,0.7293502481953004
D1288,A340,Laptop,iOS,price,False,0.8474847625350497
D474,A341,Laptop,Windows,reason,False,0.8420415312341697
D3378,A342,Mobile,Windows,report,False,0.7519605609730046
D3560,A343,Laptop,iOS,particularly,False,0.8301554947713918
D222,A344,Mobile,Windows,between,False,0.819551420319212
D1481,A345,Laptop,Windows,million,False,0.884755029415665
D1810,A346,Mobile,Android,indicate,False,0.8905280952602931
D1093,A347,Mobile,iOS,these,False,0.7135912029316133
D1794,A348,Laptop,Android,hear,False,0.8123837843879413
D118,A349,Mobile,Windows,arm,False,0.8877579747142709
D648,A350,Laptop,Windows,character,False,0.8509408775740263
D56,A351,Laptop,Android,design,False,0.9569469523564966
D920,A352,Mobile,iOS,step,False,0.8976080894856835
D3879,A353,Mobile,Windows,parent,False,0.7488803281244288
D3408,A354,Mobile,iOS,stay,False,0.7211706242201289
D3820,A355,Laptop,Windows,friend,False,0.8927257834618947
D2889,A356,Laptop,iOS,company,False,0.7079533931624865
D3419,A357,Laptop,iOS,citizen,False,0.875732674382039
D998,A358,Laptop,Windows,executive,False,0.9820690724274872
D592,A359,Laptop,Android,full,False,0.8726422533627637
D3775,A360,Mobile,Android,theory,False,0.8164509778619565
D1131,A361,Laptop,iOS,animal,False,0.892986465532706
D3826,A362,Laptop,Android,grow,False,0.8374758671474549
D1158,A363,Laptop,Windows,agent,False,0.8636850367947805
D2375,A364,Laptop,Android,little,False,0.9824394426329576
D1829,A365,Laptop,iOS,rest,False,0.8158307913402323
D1361,A366,Laptop,iOS,threat,False,0.9883571691471742
D3820,A367,Laptop,Android,show,False,0.9716051925868191
D2856,A368,Mobile,Windows,report,False,0.7587373404367889
D1568,A369,Mobile,iOS,our,False,0.7208083902625496
D178,A370,Laptop,Windows,later,False,0.7302334004132279
D1937,A371,Laptop,iOS,report,False,0.7054665476954649
D2718,A372,Mobile,iOS,get,False,0.7283328882267784
D3951,A373,Mobile,Android,exist,False,0.904902032024907
D2057,A374,Laptop,Android,call,False,0.7213565945380687
D3580,A375,Laptop,Android,myself,False,0.7956926890881284
D2154,A376,Laptop,Android,none,False,0.9534625932908364
D2959,A377,Mobile,iOS,debate,False,0.7069815807207477
D3567,A378,Mobile,Android,ever,False,0.9443405447766807
D1923,A379,Laptop,iOS,probably,False,0.78455643243202
D2552,A380,Laptop,Windows,final,False,0.7354494482864968
D328,A381,Laptop,Windows,do,False,0.9090211496092452
D3519,A382,Laptop,iOS,political,False,0.8886828540339652
D2567,A383,Laptop,Windows,base,False,0.9632416040581159
D147,A384,Mobile,Android,chair,False,0.9205213131411657
D2585,A385,Laptop,Android,discover,False,0.9410442791154545
D3058,A386,Mobile,iOS,actually,False,0.7846103717713919
D403,A387,Mobile,iOS,everybody,False,0.7532318631339168
D681,A388,Laptop,Android,expert,False,0.9251844254922574
D188,A389,Laptop,Android,while,False,0.9420504217801792
D1201,A390,Laptop,iOS,hard,False,0.997151542600202
D1764,A391,Mobile,Android,big,False,0.8237853030734279
D2175,A392,Laptop,Windows,specific,False,0.8116054257378349
D2792,A393,Mobile,Android,teach,False,0.932923888222599
D717,A394,Mobile,Windows,her,False,0.8022410620759053
D3566,A395,Laptop,Windows,customer,False,0.9792271976810694
D2798,A396,Mobile,iOS,gun,False,0.9575238255529035
D3738,A397,Mobile,Android,party,False,0.8286982082125055
D1888,A398,Laptop,iOS,model,False,0.9252613203374492
D1045,A399,Mobile,iOS,if,False,0.9263628622254048
D3691,A400,Laptop,Windows,morning,False,0.7309371606507797
D2238,A401,Mobile,Android,federal,False,0.97076587200387
D1809,A402,Laptop,Windows,soon,False,0.8515757117343571
D1225,A403,Laptop,Windows,risk,False,0.9479372398323225
D1024,A404,Laptop,iOS,customer,False,0.7960148803091835
D815,A405,Laptop,iOS,fear,False,0.9686569685488602
D436,A406,Mobile,iOS,early,False,0.8167605036202489
D2342,A407,Laptop,Windows,where,False,0.7032512954440895
D1211,A408,Laptop,Android,wonder,False,0.9716145929257791
D3399,A409,Laptop,iOS,family,False,0.72738600303584
D33,A410,Mobile,Windows,save,False,0.7957940912771244
D3052,A411,Laptop,iOS,down,False,0.9850185901152415
D3177,A412,Mobile,Windows,might,False,0.9851821440812668
D3284,A413,Laptop,Android,build,False,0.8720313664369859
D2607,A414,Mobile,Windows,drive,False,0.8895511636509398
D1026,A415,Mobile,Windows,so,False,0.8345336565934959
D397,A416,Mobile,iOS,half,False,0.7879632315094194
D3230,A417,Laptop,Android,staff,False,0.7985993636109747
D2373,A418,Laptop,Windows,during,False,0.9017555368231115
D538,A419,Mobile,iOS,dream,False,0.925712358831304
D1338,A420,Laptop,Android,despite,False,0.9374737131177545
D822,A421,Mobile,Windows,southern,False,0.9368854428383662
D3589,A422,Laptop,Windows,break,False,0.727361830914607
D2055,A423,Laptop,Android,own,False,0.8483260914107744
D1052,A424,Laptop,iOS,expert,False,0.7172676280049932
D3057,A425,Laptop,Android,American,False,0.8648586646971206
D1918,A426,Mobile,Android,safe,False,0.8324591504120131
D3089,A427,Mobile,Windows,my,False,0.9663112548274899
D2966,A428,Laptop,Windows,upon,False,0.8052745037656236
D1498,A429,Mobile,iOS,population,False,0.7351201049282817
D57,A430,Laptop,Windows,need,False,0.7428975046158507
D506,A431,Laptop,iOS,fill,False,0.9284531895152417
D2755,A432,Laptop,Windows,despite,False,0.8854654189948783
D1560,A433,Laptop,Android,instead,False,0.730336802836837
D2764,A434,Mobile,iOS,spend,False,0.7252320418344992
D102,A435,Laptop,Windows,goal,False,0.910290739437736
D906,A436,Mobile,Windows,voice,False,0.721828901909258
D3374,A437,Laptop,Windows,red,False,0.9465580177871069
D1237,A438,Laptop,Android,happen,False,0.9118726681469489
D572,A439,Mobile,Android,truth,False,0.7244046341925698
D1246,A440,Laptop,Android,area,False,0.7254513142255575
D398,A441,Mobile,Windows,know,False,0.9959918735503526
D555,A442,Laptop,iOS,plant,False,0.8122812387268361
D1519,A443,Laptop,Windows,school,False,0.8111926441200672
D3040,A444,Mobile,iOS,care,False,0.9438398701772508
D2682,A445,Mobile,iOS,cold,False,0.9841745732151577
D2521,A446,Laptop,iOS,option,False,0.9958003191468613
D134,A447,Laptop,Android,would,False,0.9260134555776824
D1816,A448,Laptop,Android,point,False,0.8128778756592747
D3503,A449,Laptop,Android,right,False,0.7250502150096005
D2808,A450,Laptop,Windows,people,False,0.933144074778231
D3693,A451,Laptop,Android,heavy,False,0.8675212749207415
D1630,A452,Laptop,Android,bar,False,0.8272666027740929
D3965,A453,Mobile,iOS,maybe,False,0.9719063155284208
D375,A454,Mobile,Windows,statement,False,0.7333592446918453
D2619,A455,Mobile,Android,long,False,0.8477875312872577
D3222,A456,Laptop,Android,face,False,0.7034060934302256
D515,A457,Mobile,Android,movement,False,0.8405981925982379
D3398,A458,Mobile,Windows,determine,False,0.7168909827045512
D884,A459,Mobile,iOS,anyone,False,0.7356453748804216
D3171,A460,Mobile,Windows,do,False,0.7352578740331315
D11,A461,Laptop,Android,support,False,0.8947630906348191
D532,A462,Laptop,Android,senior,False,0.9238134637796269
D450,A463,Mobile,Android,treatment,False,0.8750106295291479
D60,A464,Laptop,Android,issue,False,0.9886517645423626
D2411,A465,Laptop,Android,few,False,0.8124611738571113
D713,A466,Laptop,Android,share,False,0.7857136258845582
D519,A467,Laptop,Windows,miss,False,0.9605797384568381
D465,A468,Mobile,iOS,case,False,0.7670787515558357
D1836,A469,Laptop,Windows,listen,False,0.9889667618321833
D2431,A470,Mobile,iOS,best,False,0.7036463424069449
D2063,A471,Mobile,Windows,half,False,0.9909636480122916
D177,A472,Laptop,iOS,allow,False,0.7129479735851728
D2635,A473,Mobile,Android,for,False,0.9673429341094213
D1961,A474,Laptop,iOS,base,False,0.85831033272589
D2810,A475,Mobile,iOS,join,False,0.9978894388357902
D2917,A476,Laptop,Android,church,False,0.7221389694206196
D3683,A477,Mobile,iOS,nothing,False,0.8661562853203962
D2491,A478,Mobile,Android,teach,False,0.9907907606857297
D516,A479,Laptop,Windows,six,False,0.8569293532510447
D2593,A480,Laptop,iOS,strategy,False,0.8888195914405788
D2446,A481,Laptop,iOS,open,False,0.9087246066953851
