account_id,in_degree,out_degree,betweenness,pagerank
A3168,35,45,0.00032401862808433793,0.0001684315351794443
A285,36,32,0.0002610130216314981,0.00018772221791572808
A3454,28,26,0.0001384470889775686,0.0001500654218403027
A1339,44,54,0.0004714292506585439,0.00021069812614587128
A4238,27,20,0.00012157990488205939,0.00015310766681227698
A3808,37,56,0.0004375585399472516,0.0001873423956373274
A2836,40,49,0.0004429904000272145,0.00021081017740964383
A3313,49,44,0.00046548359662512896,0.00023840842056338507
A1317,38,26,0.00020607162093214882,0.00018064670202406187
A1054,40,41,0.00033122959083047964,0.0001943979354270067
A3724,28,49,0.00032195445998233147,0.0001656133068857624
A3982,39,21,0.00016947177858169012,0.00018310543429685144
A3460,56,31,0.0003593827858986562,0.0002650040607538853
A2481,38,30,0.00025248470951601433,0.0001912442999577362
A2118,35,54,0.0004266269023669592,0.00019017779139715097
A3688,42,43,0.0003831762857730506,0.00021659851002471154
A3879,34,57,0.0004229373486182373,0.0001847315370953295
A4382,45,58,0.0005558630728697537,0.00021666413922847024
A914,38,30,0.00024023693988955319,0.00018640654343437204
A3473,39,53,0.000399052031151815,0.00019290418411908755
A655,36,28,0.0002055882036897469,0.0001824952629507263
A56,51,26,0.0002875428583857741,0.00025937576341583814
A2112,33,31,0.00021462482828447802,0.00017496768487925985
A5,47,44,0.0006356711298109575,0.00023466069134089936
A4218,49,23,0.0002514605426510397,0.00025338000545165984
A3562,33,51,0.0003600937343488233,0.00017813062786984252
A3807,36,36,0.0002513727236023898,0.0001718841118983455
A326,40,41,0.0003616767106786396,0.00020785185976455943
A4010,33,54,0.00036854474115093885,0.00016732638694657667
A3007,37,41,0.0003057115211859733,0.00017975345541429723
A3025,28,43,0.0002504897184669457,0.0001449145020976442
A2426,43,25,0.00022173734365704082,0.00020544749643785503
A4446,44,24,0.0002397890629770958,0.00022760857117682667
A1464,40,54,0.00047755783909677045,0.00020991133601910898
A2923,42,46,0.000458059738573197,0.00023316159389500494
A143,42,43,0.00041778006840895464,0.00021005544498689177
A2659,36,46,0.0003584277516435193,0.00018934952587721954
A291,42,50,0.000439612887898621,0.00021593397730614917
A2926,31,46,0.00031816684033776274,0.00017736984772225088
A4352,38,33,0.0002680497205324015,0.00018897562473166551
A2036,40,56,0.0005056608826772013,0.00020777965895553023
A688,39,24,0.00020656259187933618,0.000203610208811596
A1032,48,46,0.00048782760051932603,0.00024347353257811767
A4042,38,55,0.0004399927418316609,0.00019318637181059816
A2250,53,54,0.0005876945184286702,0.00025364522888947767
A3752,56,55,0.0006223475447364678,0.0002711195210786734
A4288,35,36,0.0002642249383753722,0.00017923876074054022
A332,34,23,0.00016838964736041732,0.00018401399771026972
A2675,43,44,0.0004279522621635204,0.00022897216804016222
A313,34,48,0.00038693998788752953,0.00019828063664991907
A828,41,50,0.0004422171150442664,0.0002131736532871269
A4199,42,25,0.0002203090786098874,0.00020995902813357862
A2767,48,54,0.000544676993473292,0.0002397500844792755
A3461,26,58,0.0003246917035022113,0.0001461952201722006
A183,39,51,0.0004480849292028797,0.00021391458173047258
A2104,32,38,0.0002745012131677354,0.00017416390079886025
A3550,53,23,0.0002644642943390843,0.0002678096564169818
A1569,34,36,0.00025682210542842215,0.00016872244300959198
A2483,38,41,0.0003409507677056321,0.00020625484316873045
A400,32,24,0.00017123820749542136,0.000173879122451036
A4696,58,57,0.0006878953285802085,0.0002863143402357761
A1762,49,52,0.0005595449911522782,0.00024534414440883525
A2251,29,30,0.0001977313630260799,0.0001591300984894129
A2267,41,49,0.0004315690432404679,0.00021357449569457034
A3265,42,38,0.00036190672249138947,0.00023460564149380445
A6,32,40,0.0002867943887759654,0.00017370168715853356
A41,43,59,0.0005031652977230163,0.00020889301877569224
A1696,38,46,0.0003878410688258866,0.00020053312243959132
A3394,50,53,0.0005796449636395042,0.000264805629927005
A3788,44,51,0.0004907810934018584,0.00022758203444959275
A795,43,25,0.0003985334776207864,0.00020269970420561142
A1841,49,46,0.0004792776875390602,0.00024286157981495655
A522,40,57,0.0004960912568167365,0.00021050214754523655
A2693,37,53,0.0004299081937781074,0.00019355232956680797
A3896,34,21,0.00016102928697845083,0.00018241497769839573
A2809,34,57,0.0004005653099861119,0.00016966659362737822
A2618,27,32,0.00017290490572789376,0.00013250998021594555
A3640,38,21,0.00019018247575104644,0.00021035804827883867
A3784,43,57,0.0005230419329373116,0.00021616731384382977
A3195,37,23,0.00019573831273165886,0.00019697501435908256
A3300,46,42,0.00042486986016140556,0.0002383532977129641
A4680,42,33,0.00030375121278542486,0.00021506760691203248
A3985,30,22,0.00014334095967269452,0.00015920427592406048
A680,39,48,0.000400630234544562,0.00019875226654210665
A4338,29,27,0.0001704957236092841,0.0001593133463289846
A2490,49,43,0.0004562745957696213,0.00024393267965609321
A2583,36,57,0.0004295412484467443,0.00018680585325455714
A3828,42,41,0.0003922600440771524,0.00022536078580513106
A1277,42,28,0.0002538337869902475,0.00020973239211593398
A2880,29,20,0.0001291456385863888,0.00016663572112703688
A3402,39,29,0.0002510095616645671,0.00019072675574842305
A2325,50,49,0.0005324248522215557,0.00024245260676608122
A1922,37,49,0.00037977851803750563,0.00018215968594811487
A4403,41,51,0.0004474006220317734,0.00020540703733096222
A3100,43,28,0.00027601978345335613,0.00021759490893645908
A794,43,40,0.00037192243126149603,0.0002221825494975187
A1788,34,34,0.0004388590966733146,0.00018442758804957749
A906,42,55,0.0005305569936326898,0.0002242108091966719
A1463,42,48,0.00044920161795589954,0.00021652538672576425
A3285,36,47,0.0003678573365182993,0.00019150415064151828
A2883,47,51,0.0005103687063398611,0.0002390550137466603
A3425,40,29,0.00023497636316484915,0.00020353390351863365
A7,29,57,0.0003500666198673635,0.00015548094299097583
A2616,38,37,0.0003025203000101882,0.00018562879995596791
A865,34,22,0.0001523501827640077,0.0001698282338527001
A4114,45,31,0.00031103010748819636,0.0002322448710026685
A1844,50,32,0.00035282328384432944,0.00025450829115316757
A4053,27,24,0.000144428666358892,0.00014935148438225914
A2345,27,22,0.00012173732984719661,0.00014080609376853286
A1285,41,37,0.0003425814142213612,0.00021608232552322384
A3277,33,29,0.00020482203394148443,0.00017957863312836748
A27,41,47,0.0004068246909353781,0.00020877541842833502
A3801,42,45,0.0003951549456541791,0.0002042514628996631
A805,31,26,0.00017850650039121012,0.0001677770256959682
A4752,41,33,0.00027716554054112586,0.00019951519262213267
A3426,39,46,0.0003931062948651056,0.00019766411928862573
A1547,46,39,0.0004136613829860385,0.0002510238875024712
A1836,35,36,0.00027096076521480715,0.00018729666696664285
A4123,36,28,0.00023605192233418636,0.00019573669776421868
A4674,42,43,0.0003970853598285806,0.0002217929723260859
A187,39,20,0.00015443104533118798,0.00019166336769909885
A2047,40,56,0.00045698019556607213,0.0001964573144355182
A4663,42,22,0.00019477012151417053,0.00021844416702661803
A745,49,43,0.00041100949993535233,0.00021486873415006686
A186,26,25,0.00014311459633869288,0.00014988954463961488
A4522,33,34,0.00023545549458230624,0.0001650610030504031
A1322,43,46,0.00043653259260416236,0.00022145567729881676
A1435,42,26,0.00022626651470631083,0.0002169069447757064
A1636,27,24,0.00015584702624937992,0.00015496481795983686
A1086,30,23,0.00016081034674861824,0.00016404638606492536
A530,54,52,0.0006230046671919944,0.00027392134320673635
A1695,36,29,0.0002286605716210544,0.0001878723037862093
A3761,41,49,0.000425830116926231,0.00020132225558967733
A3634,41,49,0.00044455521299032494,0.0002168820311834142
A1448,44,39,0.00035762596329134625,0.0002165767970223923
A4097,35,54,0.00041763155163961605,0.0001932403048581206
A2713,39,52,0.0004407939867652883,0.0002094891591922353
A2005,35,34,0.00023556601593060218,0.0001764040692126034
A572,41,30,0.00023965045241604977,0.00019228673345352858
A264,33,49,0.000337488354552242,0.00017246213971844367
A4257,35,57,0.0004286088493661218,0.00018230031175869095
A3156,45,49,0.0004515453589571383,0.00020732480827124572
A3416,44,51,0.00046482969611568174,0.00021598233590078555
A4401,41,29,0.00026669349175039656,0.00021141025023194333
A4375,50,36,0.00040557926376399024,0.00025764636446009193
A3592,35,58,0.0004689078434220822,0.00019787511435376525
A489,35,24,0.0001826598923985277,0.00017600490789982328
A3263,45,50,0.00045199147976585845,0.0002146816057189106
A2976,34,42,0.0002969526452457064,0.0001708593768565065
A4190,34,42,0.0002870840408147765,0.00016961881051067132
A3510,50,55,0.0006254556131844847,0.00026429748107358557
A848,50,49,0.0007188073724393547,0.0002786399676767408
A2150,47,39,0.00041171316042145094,0.0002377425101523082
A1384,37,38,0.0002999394974867599,0.00018867736637835308
A3382,33,53,0.00038157255269405,0.0001851762726744944
A1162,42,30,0.00026014447285124413,0.00021044373789748925
A2166,27,42,0.00022434328859513128,0.0001377087934586688
A2703,39,27,0.0002094323680790432,0.00019572753264406672
A8,46,50,0.0004984740756728268,0.00022324826616612343
A3753,48,24,0.00024748270075898853,0.00025008070660144187
A2004,35,39,0.00028112880600476245,0.00017661986838645808
A2805,48,59,0.000569243780512418,0.00022282740784384608
A3642,33,45,0.0003145601366574754,0.00018069801680612916
A3689,32,27,0.000190991214231038,0.00017027012070168425
A4654,41,58,0.00048509949650295036,0.0002005822753639808
A292,45,54,0.0005250253849759125,0.00021694825196640467
A1212,40,32,0.00026316139684531815,0.0002011288526975426
A212,41,45,0.0003994077549935007,0.00021485621738438253
A3038,39,50,0.0004296626668825367,0.00020835942271464188
A2385,42,26,0.00023622152902564575,0.0002348389412578668
A1296,46,49,0.0004883824252899778,0.0002288418872376421
A3893,26,46,0.00024089746229591084,0.00013132422938079015
A2415,37,37,0.0003216457531299815,0.0002195829653517124
A1053,29,52,0.0003301616873343113,0.00015725517920678634
A2394,47,59,0.0005621202898272434,0.00023147265345433668
A2107,45,56,0.000536049915766352,0.0002212170545549569
A229,34,41,0.0003009686854373936,0.0001749390431656503
A4777,33,38,0.00026590312879946204,0.0001768769003692998
A1215,47,51,0.0005210991850293446,0.00024512442457225327
A2125,38,28,0.00022841008661751843,0.00019286961294413723
A4166,38,53,0.0004033702065963828,0.00018368273873231933
A3907,34,59,0.0004188536090421938,0.0001748717119105672
A2819,37,43,0.00034706114451493324,0.00018940483266461077
A4104,48,47,0.00047843934102009947,0.0002469835789456625
A4287,36,40,0.000312507952979906,0.00017908120382876115
A3096,43,57,0.0005075029943669707,0.00021648894185509246
A1385,34,42,0.0002907516354135223,0.0001680036492004313
A1436,32,59,0.00039172666900186216,0.0001616563706449356
A3111,52,35,0.0004086110891084295,0.0002589700844854434
A1691,41,37,0.00034584693922424484,0.00021547638657768225
A1229,47,33,0.00033335424824764174,0.00023272308474495875
A979,42,49,0.0004248875482600912,0.0002049853335155603
A2920,48,51,0.0005161294474956282,0.00023824934602873721
A3762,41,28,0.0002448712907020213,0.00020381445586162302
A4293,46,57,0.000601076504400854,0.0002341385822746725
A1659,44,26,0.0002538517401382938,0.000221118743411768
A269,36,35,0.0002703474921331556,0.0001925824372562899
A809,38,54,0.00046276384708498667,0.00020825578199193897
A4156,42,41,0.0003776890013547672,0.00022595229394726642
A2223,45,48,0.0004502135843615446,0.00022206646809962307
A458,45,35,0.0003284833036106448,0.00021527603506201856
A4642,41,48,0.00044738960793306757,0.00021574149551399397
A1496,34,30,0.0002158025856629142,0.0001716572926505063
A1870,39,55,0.00048658045803183893,0.00021298519679640497
A1453,44,24,0.00023084840785653915,0.00022351499833806954
A2177,34,42,0.0003094245229962039,0.00018143715618174652
A9,37,56,0.0004464265179384408,0.00018189661484735857
A521,47,50,0.0004865359297944756,0.00023157495996250515
A4280,34,47,0.0003270146038818235,0.0001727481080478061
A498,46,27,0.0002475627725642301,0.00022313579297571407
A1864,33,36,0.0002605209705297508,0.0001700358495860904
A4797,39,34,0.0002713839549977509,0.0001926948182223497
A3803,53,38,0.00043080036923026004,0.0002804190586416173
A4398,39,57,0.0005119532652101643,0.00020532889179712406
A2612,37,25,0.00019033479621419764,0.00019107729499583692
A1609,26,56,0.000304380122254607,0.00013672508062400972
A953,32,53,0.000375442457530755,0.000170221000658656
A683,43,44,0.0003875674507405894,0.00020603442911006076
A1617,46,36,0.0003381817441422223,0.0002186633248890945
A4443,34,34,0.00023860620190110351,0.00016723959797837102
A3991,39,20,0.00015710770106104518,0.00019922091226834974
A4765,42,49,0.0004327862795908133,0.00021239459215008567
A913,35,24,0.00017922886020544062,0.00017788581875720065
A1595,51,21,0.0002352056285757631,0.00025583953373623316
A3335,40,40,0.00034007838503575356,0.00019953224896234904
A4035,49,57,0.0005563689578243561,0.00023977691583275648
A2692,39,55,0.00045748103654141863,0.000201869784932208
A4212,35,57,0.00039777999810333096,0.00016323797182248628
A2454,41,42,0.0003954629399131838,0.00021575859247567863
A4359,43,36,0.00033004324008367866,0.00021720720724596577
A2794,36,49,0.0003887497667949413,0.00018547425755527602
A4597,46,59,0.0006008328487686752,0.0002197556256724075
A3604,39,32,0.000270380256122761,0.0002072489385748356
A1492,42,27,0.00024047346864525363,0.0002093187964668178
A53,31,26,0.0003632581483578709,0.00016040153734585475
A4174,32,55,0.0003788994884831248,0.0001675444351312251
A4061,46,30,0.000295837372191099,0.00023020943027024518
A3539,45,47,0.00044012416574880993,0.00022181630264117764
A774,48,36,0.000766719796859043,0.00025875832227386286
A1585,38,39,0.00029640549923157217,0.00018019848136001932
A1898,42,58,0.0005025629890452408,0.00020317341413093816
A2516,41,26,0.000253736115262299,0.0002265968759458
A2621,42,53,0.0004839523660535454,0.00020455215156244694
A1722,35,57,0.00038331900844229983,0.00016203295984173287
A2652,39,43,0.00037227503358189045,0.00020767220386457577
A1572,42,35,0.00034424854952564863,0.00021455970765868308
A1407,37,37,0.00029414930846560793,0.00019044994062973744
A1287,41,53,0.00046057559531792626,0.00021686163483334764
A4230,37,24,0.00019791501068770818,0.0001955549423803904
A3415,30,54,0.0003320632035684601,0.00016364054587790118
A1873,45,40,0.0003940040934830906,0.0002298858030281446
A3866,31,30,0.00020582319221838145,0.00017539565436567768
A3037,41,49,0.0004025614503825761,0.00020205638598629408
A2508,35,44,0.00035296845795350823,0.00019881831507499175
A2899,37,20,0.0001473640093457824,0.00017260080998641986
A3684,33,38,0.00027921471875991786,0.00018140453119588036
A3417,39,26,0.00023337125952149475,0.00020053381471416224
A10,38,30,0.00023389853857721678,0.00019811616909817798
A3310,47,38,0.000379856493000289,0.00023722820330052485
A3348,39,37,0.00031202738873727743,0.00020545251563646217
A1146,45,21,0.00021771229287723985,0.00024720269190364866
A2246,40,31,0.0002684157625271581,0.0002083449345575682
A1656,56,26,0.00032892455893086705,0.00029159159029307837
A2096,37,37,0.00031205532499810844,0.00020332958626915985
A3059,37,28,0.00023173424277118964,0.00019503019146346252
A3132,39,28,0.00021811066022744998,0.00019775292065386533
A4571,44,27,0.0002380925088537599,0.00022387169189599593
A1761,44,59,0.0005313025660132215,0.00022460313939687466
A2244,37,52,0.0004291326239916953,0.00020420444443860057
A609,38,48,0.00038180222197349556,0.00020017656998487675
A1314,33,49,0.00032997444662758645,0.00016305911966050987
A3929,45,24,0.00022098070067933575,0.00022546847162496246
A376,38,20,0.00016277716387228373,0.00019782330477583228
A3989,32,49,0.0003655492928406478,0.00017443138454076692
A2294,41,44,0.00041525774644072936,0.0002094059318581132
A485,43,41,0.00041681979438006875,0.00023624211541319498
A459,46,37,0.000352968552173625,0.00021741429510730679
A2261,43,37,0.00033584814153091863,0.00020984479571276236
A3589,36,23,0.00017664355176138496,0.00018707503008030612
A909,35,42,0.0003187835048269126,0.000183970258566121
A1100,39,33,0.00027744696358472664,0.00020585950878193655
A2658,42,29,0.00027815031639129685,0.00021171638624950726
A1243,33,45,0.000332167566219194,0.00017939956351117295
A2448,42,25,0.00023013155076707543,0.00021992840926290328
A4602,41,24,0.00021145187021072724,0.00021281647031165106
A3590,30,20,0.00014610746140617095,0.0001794393014526279
A2685,47,30,0.00032645391251821495,0.00024043305720157184
